record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,normalized_weight
112,8,20,1977,23,DM,M,37.0,42.0,-0.01835667740165772
113,8,20,1977,5,PF,F,13.0,8.0,-0.946525691726441
116,8,21,1977,13,DM,F,37.0,31.0,-0.3186466526243817
146,8,21,1977,13,DM,F,36.0,40.0,-0.07295485471488027
157,9,11,1977,20,DM,M,36.0,37.0,-0.15485212068471407
158,9,11,1977,22,DM,M,36.0,48.0,0.14543785453800992
161,9,11,1977,5,DM,M,37.0,42.0,-0.01835667740165772
162,9,11,1977,6,DM,F,39.0,45.0,0.0635405885681761
163,9,11,1977,12,PP,F,21.0,16.0,-0.7281329824735507
164,9,11,1977,22,DM,F,36.0,36.0,-0.18215120934132534
167,9,11,1977,6,DM,M,36.0,42.0,-0.01835667740165772
168,9,11,1977,12,DM,M,36.0,44.0,0.03624149991156483
170,9,11,1977,20,DM,F,36.0,41.0,-0.04565576605826899
173,9,11,1977,12,DM,F,36.0,40.0,-0.07295485471488027
174,9,11,1977,12,DM,M,37.0,34.0,-0.2367493866545479
175,9,11,1977,19,DM,M,33.0,40.0,-0.07295485471488027
178,9,11,1977,18,DM,M,33.0,44.0,0.03624149991156483
179,9,11,1977,12,DM,M,37.0,44.0,0.03624149991156483
180,9,11,1977,6,DM,M,34.0,36.0,-0.18215120934132534
181,9,11,1977,20,DM,M,35.0,33.0,-0.26404847531115916
183,9,11,1977,5,DM,F,37.0,46.0,0.09083967722478736
186,9,11,1977,19,DM,F,34.0,35.0,-0.20945029799793663
187,9,12,1977,17,DM,M,36.0,46.0,0.09083967722478736
189,9,12,1977,17,DM,F,33.0,37.0,-0.15485212068471407
190,9,12,1977,7,DM,M,36.0,34.0,-0.2367493866545479
192,9,12,1977,4,DM,F,36.0,45.0,0.0635405885681761
196,9,12,1977,7,PF,F,15.0,7.0,-0.9738247803830522
197,9,12,1977,14,DM,M,37.0,51.0,0.2273351205078437
198,9,12,1977,4,DM,M,35.0,39.0,-0.10025394337149153
199,9,12,1977,11,DM,M,36.0,29.0,-0.3732448299376042
202,9,12,1977,17,DM,F,32.0,48.0,0.14543785453800992
203,9,12,1977,11,DM,M,38.0,46.0,0.09083967722478736
204,9,12,1977,16,DM,F,37.0,41.0,-0.04565576605826899
208,9,12,1977,14,DM,M,37.0,45.0,0.0635405885681761
209,9,12,1977,17,DM,F,35.0,42.0,-0.01835667740165772
210,9,12,1977,11,DM,F,36.0,53.0,0.28193329782106624
213,9,12,1977,14,DM,F,35.0,49.0,0.17273694319462118
215,9,12,1977,14,DM,F,36.0,46.0,0.09083967722478736
216,9,12,1977,4,PF,F,13.0,9.0,-0.9192266030698296
217,9,13,1977,3,PP,F,19.0,15.0,-0.7554320711301621
218,9,13,1977,1,PF,M,13.0,4.0,-1.055722046352886
219,9,13,1977,13,DM,M,36.0,48.0,0.14543785453800992
226,9,13,1977,2,DM,M,37.0,51.0,0.2273351205078437
228,9,13,1977,9,DM,M,38.0,50.0,0.20003603185123245
229,9,13,1977,13,DM,M,35.0,44.0,0.03624149991156483
233,9,13,1977,2,DM,M,25.0,44.0,0.03624149991156483
234,9,13,1977,9,DM,M,35.0,45.0,0.0635405885681761
235,9,13,1977,13,DM,F,37.0,45.0,0.0635405885681761
238,9,13,1977,2,PE,M,20.0,19.0,-0.6462357165037169
242,9,13,1977,2,OX,M,19.0,22.0,-0.5643384505338831
243,10,16,1977,6,DM,F,38.0,44.0,0.03624149991156483
244,10,16,1977,22,DM,F,36.0,42.0,-0.01835667740165772
245,10,16,1977,2,DM,M,37.0,39.0,-0.10025394337149153
246,10,16,1977,13,DM,M,37.0,47.0,0.11813876588139864
249,10,16,1977,13,DM,M,36.0,42.0,-0.01835667740165772
251,10,16,1977,2,DM,M,36.0,49.0,0.17273694319462118
253,10,16,1977,20,DM,M,38.0,39.0,-0.10025394337149153
254,10,16,1977,20,DM,F,36.0,43.0,0.008942411254953554
255,10,16,1977,18,DM,M,35.0,50.0,0.20003603185123245
256,10,16,1977,6,DM,M,36.0,41.0,-0.04565576605826899
257,10,16,1977,2,DM,M,37.0,47.0,0.11813876588139864
258,10,16,1977,18,DM,F,36.0,37.0,-0.15485212068471407
259,10,16,1977,2,DM,M,36.0,41.0,-0.04565576605826899
260,10,16,1977,22,DM,F,36.0,36.0,-0.18215120934132534
261,10,16,1977,6,DM,M,36.0,45.0,0.0635405885681761
262,10,16,1977,20,PE,M,19.0,20.0,-0.6189366278471057
263,10,16,1977,1,DM,M,37.0,40.0,-0.07295485471488027
265,10,16,1977,9,DM,M,38.0,49.0,0.17273694319462118
268,10,16,1977,2,DM,F,36.0,55.0,0.3365314751342888
269,10,16,1977,6,DM,M,37.0,46.0,0.09083967722478736
270,10,16,1977,1,DM,F,36.0,38.0,-0.1275530320281028
273,10,16,1977,9,DM,M,37.0,44.0,0.03624149991156483
274,10,16,1977,2,OL,F,20.0,21.0,-0.5916375391904944
275,10,16,1977,20,DM,M,37.0,41.0,-0.04565576605826899
280,10,16,1977,18,DM,M,37.0,46.0,0.09083967722478736
283,10,16,1977,6,DM,M,34.0,36.0,-0.18215120934132534
284,10,16,1977,13,DM,M,37.0,44.0,0.03624149991156483
285,10,16,1977,1,DM,M,36.0,53.0,0.28193329782106624
287,10,17,1977,17,DM,M,38.0,41.0,-0.04565576605826899
288,10,17,1977,17,DM,M,37.0,48.0,0.14543785453800992
289,10,17,1977,14,DM,M,38.0,47.0,0.11813876588139864
292,10,17,1977,3,DO,F,36.0,33.0,-0.26404847531115916
293,10,17,1977,4,DM,F,36.0,42.0,-0.01835667740165772
294,10,17,1977,3,DO,F,37.0,50.0,0.20003603185123245
295,10,17,1977,11,DM,M,36.0,41.0,-0.04565576605826899
298,10,17,1977,19,DM,M,36.0,49.0,0.17273694319462118
302,10,17,1977,19,DM,F,36.0,44.0,0.03624149991156483
303,10,17,1977,3,DM,M,36.0,31.0,-0.3186466526243817
304,10,17,1977,21,DM,M,37.0,40.0,-0.07295485471488027
305,10,17,1977,14,DM,F,35.0,40.0,-0.07295485471488027
306,10,17,1977,16,DM,M,33.0,23.0,-0.5370393618772719
307,10,17,1977,19,DM,M,36.0,42.0,-0.01835667740165772
311,10,17,1977,19,RM,M,18.0,13.0,-0.8100302484433846
312,10,17,1977,11,DM,F,36.0,42.0,-0.01835667740165772
313,10,17,1977,19,DM,M,35.0,31.0,-0.3186466526243817
315,10,17,1977,3,DM,M,36.0,39.0,-0.10025394337149153
316,10,17,1977,15,DM,M,37.0,48.0,0.14543785453800992
317,10,17,1977,17,DO,F,32.0,48.0,0.14543785453800992
318,10,17,1977,17,DM,M,33.0,29.0,-0.3732448299376042
319,10,17,1977,14,DM,M,36.0,45.0,0.0635405885681761
320,10,17,1977,17,DM,F,35.0,39.0,-0.10025394337149153
323,10,17,1977,17,DO,F,33.0,31.0,-0.3186466526243817
330,10,18,1977,5,DM,M,37.0,43.0,0.008942411254953554
332,10,18,1977,12,PF,M,16.0,8.0,-0.946525691726441
334,10,18,1977,5,DM,F,37.0,45.0,0.0635405885681761
336,10,18,1977,12,DM,M,36.0,40.0,-0.07295485471488027
337,10,18,1977,8,DO,F,35.0,41.0,-0.04565576605826899
338,10,18,1977,12,DM,M,37.0,41.0,-0.04565576605826899
340,10,18,1977,12,DM,F,36.0,39.0,-0.10025394337149153
342,10,18,1977,16,DM,M,34.0,25.0,-0.48244118456404933
345,11,12,1977,22,DM,F,34.0,45.0,0.0635405885681761
346,11,12,1977,2,DM,F,37.0,36.0,-0.18215120934132534
347,11,12,1977,6,DM,F,38.0,40.0,-0.07295485471488027
348,11,12,1977,13,DM,M,36.0,44.0,0.03624149991156483
350,11,12,1977,2,DM,M,37.0,47.0,0.11813876588139864
352,11,12,1977,1,DM,M,36.0,40.0,-0.07295485471488027
354,11,12,1977,2,DM,M,38.0,44.0,0.03624149991156483
356,11,12,1977,1,DO,F,32.0,44.0,0.03624149991156483
357,11,12,1977,9,DS,F,50.0,117.0,2.029074971844188
358,11,12,1977,13,PF,F,16.0,7.0,-0.9738247803830522
359,11,12,1977,18,DM,M,36.0,40.0,-0.07295485471488027
360,11,12,1977,20,DM,F,35.0,39.0,-0.10025394337149153
361,11,12,1977,2,DM,F,36.0,40.0,-0.07295485471488027
362,11,12,1977,1,DS,F,51.0,121.0,2.138271326470633
364,11,12,1977,9,DM,M,37.0,46.0,0.09083967722478736
365,11,12,1977,1,DM,F,38.0,35.0,-0.20945029799793663
367,11,12,1977,20,DS,M,51.0,115.0,1.9744767945309654
368,11,12,1977,9,PF,F,16.0,7.0,-0.9738247803830522
369,11,12,1977,20,DM,F,36.0,39.0,-0.10025394337149153
370,11,12,1977,9,DM,M,35.0,40.0,-0.07295485471488027
371,11,12,1977,13,DM,M,36.0,40.0,-0.07295485471488027
372,11,12,1977,22,DM,F,36.0,35.0,-0.20945029799793663
373,11,12,1977,6,DM,M,34.0,36.0,-0.18215120934132534
374,11,12,1977,18,DM,M,37.0,44.0,0.03624149991156483
375,11,12,1977,9,PF,F,15.0,6.0,-1.0011238690396635
376,11,12,1977,1,PF,F,15.0,7.0,-0.9738247803830522
377,11,12,1977,9,DS,F,48.0,120.0,2.1109722378140217
378,11,12,1977,1,DO,M,33.0,48.0,0.14543785453800992
379,11,13,1977,14,DM,M,36.0,44.0,0.03624149991156483
380,11,13,1977,17,DM,F,33.0,38.0,-0.1275530320281028
381,11,13,1977,17,DS,F,48.0,118.0,2.056374060500799
382,11,13,1977,17,DM,M,37.0,40.0,-0.07295485471488027
383,11,13,1977,11,DS,F,52.0,126.0,2.2747667697536893
384,11,13,1977,11,DM,M,36.0,37.0,-0.15485212068471407
385,11,13,1977,17,DS,M,50.0,132.0,2.438561301693357
388,11,13,1977,11,DM,F,36.0,39.0,-0.10025394337149153
391,11,13,1977,11,PF,M,15.0,7.0,-0.9738247803830522
392,11,13,1977,11,DS,F,53.0,122.0,2.1655704151272444
394,11,13,1977,4,DS,F,48.0,107.0,1.756084085278075
395,11,13,1977,14,DM,M,36.0,43.0,0.008942411254953554
396,11,13,1977,14,DM,F,36.0,40.0,-0.07295485471488027
397,11,13,1977,17,RM,F,16.0,7.0,-0.9738247803830522
398,11,13,1977,4,DS,F,50.0,115.0,1.9744767945309654
399,11,13,1977,17,DM,F,36.0,39.0,-0.10025394337149153
404,11,14,1977,12,DM,M,37.0,40.0,-0.07295485471488027
407,11,14,1977,5,DS,F,50.0,116.0,2.0017758831875767
408,11,14,1977,8,PF,F,9.0,6.0,-1.0011238690396635
409,11,14,1977,12,DM,F,36.0,38.0,-0.1275530320281028
410,11,14,1977,5,DS,M,53.0,137.0,2.575056744976413
411,11,14,1977,5,DM,M,36.0,42.0,-0.01835667740165772
412,11,14,1977,5,DS,M,52.0,126.0,2.2747667697536893
413,11,14,1977,8,DS,F,49.0,112.0,1.8925795285611315
414,11,14,1977,8,DO,F,34.0,39.0,-0.10025394337149153
415,11,14,1977,5,DM,F,36.0,41.0,-0.04565576605826899
420,12,10,1977,13,DM,F,38.0,48.0,0.14543785453800992
421,12,10,1977,9,DS,F,51.0,121.0,2.138271326470633
422,12,10,1977,2,DM,F,37.0,42.0,-0.01835667740165772
423,12,10,1977,13,DM,M,36.0,42.0,-0.01835667740165772
424,12,10,1977,2,DM,M,37.0,52.0,0.254634209164455
425,12,10,1977,20,DM,F,36.0,38.0,-0.1275530320281028
426,12,10,1977,22,DM,M,36.0,45.0,0.0635405885681761
427,12,10,1977,2,DM,F,37.0,37.0,-0.15485212068471407
428,12,10,1977,9,DO,F,33.0,40.0,-0.07295485471488027
430,12,10,1977,9,PF,F,15.0,7.0,-0.9738247803830522
433,12,10,1977,9,DM,M,38.0,44.0,0.03624149991156483
434,12,10,1977,13,PF,F,16.0,7.0,-0.9738247803830522
436,12,10,1977,18,DM,F,37.0,33.0,-0.26404847531115916
437,12,10,1977,18,DM,F,37.0,38.0,-0.1275530320281028
438,12,10,1977,2,DM,M,36.0,47.0,0.11813876588139864
439,12,10,1977,20,DM,F,36.0,39.0,-0.10025394337149153
440,12,10,1977,1,PF,F,16.0,7.0,-0.9738247803830522
443,12,10,1977,13,DM,M,35.0,42.0,-0.01835667740165772
444,12,10,1977,6,DM,M,38.0,36.0,-0.18215120934132534
447,12,10,1977,18,DM,M,37.0,44.0,0.03624149991156483
448,12,10,1977,20,DS,M,51.0,116.0,2.0017758831875767
449,12,10,1977,2,DM,M,35.0,43.0,0.008942411254953554
450,12,10,1977,1,DO,M,33.0,45.0,0.0635405885681761
451,12,10,1977,9,DS,F,51.0,116.0,2.0017758831875767
453,12,10,1977,9,DM,M,36.0,42.0,-0.01835667740165772
454,12,10,1977,1,DM,F,36.0,38.0,-0.1275530320281028
461,12,11,1977,14,DM,M,36.0,41.0,-0.04565576605826899
462,12,11,1977,17,DM,M,36.0,40.0,-0.07295485471488027
463,12,11,1977,4,DS,M,49.0,134.0,2.4931594790065796
464,12,11,1977,5,DS,M,49.0,139.0,2.6296549222896357
466,12,11,1977,4,DS,F,51.0,118.0,2.056374060500799
467,12,11,1977,8,DO,F,32.0,41.0,-0.04565576605826899
468,12,11,1977,11,DM,M,35.0,37.0,-0.15485212068471407
470,12,11,1977,4,PF,M,15.0,6.0,-1.0011238690396635
472,12,11,1977,11,DS,F,49.0,127.0,2.3020658584103004
474,12,11,1977,8,PF,F,15.0,6.0,-1.0011238690396635
477,12,11,1977,17,DS,F,47.0,115.0,1.9744767945309654
479,12,11,1977,14,DM,F,36.0,40.0,-0.07295485471488027
480,12,11,1977,14,DS,F,47.0,114.0,1.947177705874354
481,12,11,1977,17,DM,F,35.0,37.0,-0.15485212068471407
482,12,11,1977,17,DM,M,37.0,46.0,0.09083967722478736
483,12,11,1977,8,DS,M,49.0,149.0,2.9026458088557483
484,12,11,1977,11,DM,F,37.0,38.0,-0.1275530320281028
485,12,11,1977,11,DS,M,52.0,127.0,2.3020658584103004
487,12,11,1977,12,DM,F,38.0,36.0,-0.18215120934132534
488,12,11,1977,12,DM,M,37.0,41.0,-0.04565576605826899
490,12,11,1977,14,DM,M,37.0,44.0,0.03624149991156483
491,12,11,1977,11,DS,M,48.0,138.0,2.6023558336330246
492,12,11,1977,12,DS,M,49.0,110.0,1.8379813512479088
493,12,11,1977,4,DS,F,49.0,110.0,1.8379813512479088
496,12,11,1977,17,DM,F,36.0,37.0,-0.15485212068471407
498,12,11,1977,3,PF,M,16.0,7.0,-0.9738247803830522
499,12,11,1977,11,DS,F,51.0,121.0,2.138271326470633
502,12,11,1977,5,DM,F,36.0,43.0,0.008942411254953554
505,1,8,1978,13,DM,M,36.0,43.0,0.008942411254953554
507,1,8,1978,2,DM,M,35.0,44.0,0.03624149991156483
508,1,8,1978,20,DM,F,36.0,36.0,-0.18215120934132534
510,1,8,1978,13,PF,F,16.0,8.0,-0.946525691726441
511,1,8,1978,2,DM,M,36.0,38.0,-0.1275530320281028
512,1,8,1978,9,DS,F,48.0,122.0,2.1655704151272444
514,1,8,1978,9,PF,M,16.0,7.0,-0.9738247803830522
516,1,8,1978,9,DM,M,38.0,46.0,0.09083967722478736
517,1,8,1978,2,PE,M,26.0,22.0,-0.5643384505338831
518,1,8,1978,2,DM,M,36.0,38.0,-0.1275530320281028
519,1,8,1978,2,DM,M,38.0,48.0,0.14543785453800992
520,1,8,1978,3,PF,M,15.0,7.0,-0.9738247803830522
521,1,8,1978,2,DM,M,36.0,43.0,0.008942411254953554
522,1,8,1978,2,DM,F,37.0,35.0,-0.20945029799793663
523,1,8,1978,2,DM,M,36.0,43.0,0.008942411254953554
525,1,8,1978,6,DM,M,34.0,36.0,-0.18215120934132534
526,1,8,1978,9,DS,F,51.0,117.0,2.029074971844188
527,1,8,1978,2,DM,F,37.0,37.0,-0.15485212068471407
528,1,8,1978,20,DS,M,51.0,122.0,2.1655704151272444
529,1,8,1978,9,DM,M,36.0,43.0,0.008942411254953554
530,1,8,1978,13,DM,M,37.0,42.0,-0.01835667740165772
538,1,9,1978,17,DM,M,36.0,40.0,-0.07295485471488027
539,1,9,1978,17,DM,F,34.0,37.0,-0.15485212068471407
540,1,9,1978,17,DS,F,47.0,117.0,2.029074971844188
541,1,9,1978,11,DM,M,36.0,40.0,-0.07295485471488027
542,1,9,1978,1,DM,M,36.0,40.0,-0.07295485471488027
543,1,9,1978,4,DS,M,49.0,132.0,2.438561301693357
545,1,9,1978,1,DM,F,38.0,36.0,-0.18215120934132534
548,1,9,1978,8,DS,M,53.0,150.0,2.92994489751236
549,1,9,1978,11,DM,M,38.0,44.0,0.03624149991156483
550,1,9,1978,14,DM,F,36.0,40.0,-0.07295485471488027
551,1,9,1978,4,DS,F,50.0,126.0,2.2747667697536893
552,1,9,1978,11,DS,F,51.0,122.0,2.1655704151272444
553,1,9,1978,8,DS,F,50.0,136.0,2.547757656319802
555,1,9,1978,14,DS,F,48.0,116.0,2.0017758831875767
556,1,9,1978,17,DM,F,36.0,38.0,-0.1275530320281028
557,1,9,1978,11,DM,F,37.0,39.0,-0.10025394337149153
558,1,9,1978,1,DS,F,49.0,135.0,2.5204585676631908
559,1,9,1978,14,DM,M,36.0,46.0,0.09083967722478736
560,1,9,1978,17,DS,M,50.0,133.0,2.465860390349968
561,1,9,1978,11,DS,M,53.0,136.0,2.547757656319802
564,1,10,1978,18,DS,F,51.0,141.0,2.6842530996028584
566,1,10,1978,18,DM,F,36.0,38.0,-0.1275530320281028
567,1,10,1978,12,DM,F,36.0,35.0,-0.20945029799793663
572,1,10,1978,18,DM,M,38.0,51.0,0.2273351205078437
574,1,10,1978,18,DM,F,34.0,33.0,-0.26404847531115916
575,1,10,1978,18,DM,M,38.0,47.0,0.11813876588139864
576,1,10,1978,18,DM,M,36.0,49.0,0.17273694319462118
585,2,18,1978,2,DS,M,53.0,157.0,3.1210385181086386
586,2,18,1978,13,DM,M,35.0,51.0,0.2273351205078437
589,2,18,1978,20,DM,F,39.0,38.0,-0.1275530320281028
590,2,18,1978,2,PF,F,16.0,7.0,-0.9738247803830522
592,2,18,1978,22,DM,M,39.0,45.0,0.0635405885681761
593,2,18,1978,2,DM,M,38.0,52.0,0.254634209164455
594,2,18,1978,9,DM,M,38.0,50.0,0.20003603185123245
595,2,18,1978,2,DM,M,37.0,51.0,0.2273351205078437
597,2,18,1978,20,DM,F,33.0,39.0,-0.10025394337149153
599,2,18,1978,3,OT,F,15.0,23.0,-0.5370393618772719
600,2,18,1978,2,DM,F,37.0,40.0,-0.07295485471488027
601,2,18,1978,2,DM,M,36.0,41.0,-0.04565576605826899
602,2,18,1978,13,DM,M,37.0,46.0,0.09083967722478736
604,2,18,1978,2,PE,M,22.0,25.0,-0.48244118456404933
607,2,19,1978,5,DM,F,36.0,39.0,-0.10025394337149153
608,2,19,1978,17,DM,F,34.0,42.0,-0.01835667740165772
610,2,19,1978,17,DM,M,37.0,39.0,-0.10025394337149153
611,2,19,1978,21,OT,F,20.0,23.0,-0.5370393618772719
614,2,19,1978,4,DS,F,49.0,124.0,2.2201685924404666
615,2,19,1978,5,DS,F,49.0,114.0,1.947177705874354
616,2,19,1978,11,DM,M,36.0,44.0,0.03624149991156483
617,2,19,1978,11,DM,M,38.0,48.0,0.14543785453800992
619,2,19,1978,14,DM,F,39.0,44.0,0.03624149991156483
620,2,19,1978,8,DS,F,49.0,132.0,2.438561301693357
622,2,19,1978,17,DS,F,46.0,137.0,2.575056744976413
624,2,19,1978,4,DM,M,35.0,39.0,-0.10025394337149153
625,2,19,1978,5,DM,F,35.0,56.0,0.36383056379090006
626,2,19,1978,17,OL,F,20.0,35.0,-0.20945029799793663
630,2,19,1978,5,OT,F,18.0,22.0,-0.5643384505338831
631,2,19,1978,5,OT,M,20.0,25.0,-0.48244118456404933
633,2,19,1978,8,DS,M,55.0,154.0,3.039141252138805
635,2,20,1978,15,DM,M,38.0,49.0,0.17273694319462118
636,2,20,1978,18,DM,F,36.0,44.0,0.03624149991156483
637,2,20,1978,18,DM,F,38.0,35.0,-0.20945029799793663
638,2,20,1978,12,DM,F,37.0,36.0,-0.18215120934132534
639,2,20,1978,1,DM,F,35.0,39.0,-0.10025394337149153
640,2,20,1978,12,DS,F,50.0,133.0,2.465860390349968
641,2,20,1978,15,DM,M,38.0,50.0,0.20003603185123245
642,2,20,1978,1,DM,M,36.0,43.0,0.008942411254953554
643,2,20,1978,15,DM,F,35.0,40.0,-0.07295485471488027
644,2,20,1978,18,DM,M,38.0,45.0,0.0635405885681761
645,2,20,1978,12,DM,M,38.0,44.0,0.03624149991156483
646,2,20,1978,18,NL,M,32.0,228.0,5.059273812728039
647,2,20,1978,1,DS,F,52.0,144.0,2.7661503655726922
648,2,20,1978,16,DM,F,37.0,46.0,0.09083967722478736
649,2,20,1978,16,DM,M,35.0,48.0,0.14543785453800992
650,3,11,1978,2,PF,F,15.0,7.0,-0.9738247803830522
651,3,11,1978,20,DM,M,38.0,45.0,0.0635405885681761
652,3,11,1978,2,PF,M,14.0,8.0,-0.946525691726441
653,3,11,1978,22,DS,F,47.0,133.0,2.465860390349968
654,3,11,1978,22,DM,F,37.0,40.0,-0.07295485471488027
655,3,11,1978,3,NL,M,32.0,232.0,5.168470167354484
656,3,11,1978,9,DS,F,49.0,128.0,2.329364947066912
657,3,11,1978,2,DS,M,54.0,153.0,3.0118421634821937
658,3,11,1978,3,OT,F,21.0,22.0,-0.5643384505338831
659,3,11,1978,20,OT,F,20.0,21.0,-0.5916375391904944
660,3,11,1978,2,DM,M,37.0,53.0,0.28193329782106624
662,3,11,1978,13,PF,F,15.0,8.0,-0.946525691726441
663,3,11,1978,2,OT,M,18.0,25.0,-0.48244118456404933
664,3,11,1978,2,DM,M,35.0,43.0,0.008942411254953554
665,3,11,1978,20,DM,F,35.0,43.0,0.008942411254953554
666,3,11,1978,13,OL,M,21.0,38.0,-0.1275530320281028
667,3,11,1978,20,DM,F,35.0,42.0,-0.01835667740165772
668,3,11,1978,3,OT,M,21.0,26.0,-0.45514209590743804
669,3,11,1978,9,DS,F,50.0,146.0,2.8207485428859145
670,3,11,1978,2,OT,F,20.0,25.0,-0.48244118456404933
671,3,11,1978,2,PE,M,20.0,28.0,-0.4005439185942155
672,3,11,1978,3,PF,M,15.0,8.0,-0.946525691726441
674,3,11,1978,20,DS,M,49.0,122.0,2.1655704151272444
677,3,12,1978,5,DS,M,52.0,137.0,2.575056744976413
678,3,12,1978,4,DS,M,49.0,131.0,2.411262213036746
679,3,12,1978,5,DS,F,49.0,125.0,2.247467681097078
684,3,12,1978,4,DM,M,35.0,43.0,0.008942411254953554
688,3,12,1978,4,DS,F,48.0,141.0,2.6842530996028584
689,3,12,1978,11,DS,M,53.0,138.0,2.6023558336330246
690,3,12,1978,11,DM,M,36.0,43.0,0.008942411254953554
691,3,12,1978,4,DS,F,50.0,124.0,2.2201685924404666
694,3,12,1978,11,DM,F,37.0,43.0,0.008942411254953554
696,3,12,1978,5,DM,F,37.0,45.0,0.0635405885681761
697,3,12,1978,11,DM,M,36.0,46.0,0.09083967722478736
699,3,12,1978,5,DM,F,36.0,43.0,0.008942411254953554
700,3,12,1978,5,DM,M,37.0,49.0,0.17273694319462118
702,3,12,1978,5,DM,M,35.0,47.0,0.11813876588139864
708,3,12,1978,5,OT,M,20.0,26.0,-0.45514209590743804
710,3,13,1978,8,DS,M,49.0,152.0,2.984543074825582
711,3,13,1978,18,DM,F,37.0,44.0,0.03624149991156483
712,3,13,1978,15,DM,M,36.0,48.0,0.14543785453800992
713,3,13,1978,8,OT,M,15.0,29.0,-0.3732448299376042
715,3,13,1978,18,DM,M,36.0,49.0,0.17273694319462118
716,3,13,1978,15,DM,M,35.0,45.0,0.0635405885681761
718,3,13,1978,8,DO,M,35.0,57.0,0.39112965244751136
720,3,13,1978,8,DS,F,47.0,134.0,2.4931594790065796
721,3,13,1978,1,DM,F,37.0,44.0,0.03624149991156483
723,3,13,1978,8,OT,F,16.0,35.0,-0.20945029799793663
724,3,13,1978,15,DM,M,37.0,48.0,0.14543785453800992
729,3,13,1978,15,DM,M,36.0,46.0,0.09083967722478736
731,4,8,1978,2,DS,F,47.0,110.0,1.8379813512479088
770,4,9,1978,4,DM,M,37.0,26.0,-0.45514209590743804
771,4,9,1978,4,DM,M,35.0,44.0,0.03624149991156483
773,4,9,1978,5,DM,M,37.0,48.0,0.14543785453800992
774,4,9,1978,5,DM,M,36.0,39.0,-0.10025394337149153
775,4,9,1978,5,DM,M,37.0,44.0,0.03624149991156483
776,4,9,1978,5,DM,M,37.0,45.0,0.0635405885681761
777,4,9,1978,8,OT,M,20.0,27.0,-0.4278430072508268
778,4,9,1978,8,DM,M,36.0,36.0,-0.18215120934132534
781,4,9,1978,11,DM,F,37.0,45.0,0.0635405885681761
782,4,9,1978,11,DM,M,37.0,47.0,0.11813876588139864
783,4,9,1978,14,DS,F,47.0,90.0,1.2919995781156832
785,4,9,1978,17,DM,M,39.0,49.0,0.17273694319462118
786,4,9,1978,11,DS,M,52.0,131.0,2.411262213036746
787,4,9,1978,5,DS,F,50.0,114.0,1.947177705874354
788,4,9,1978,17,DM,M,36.0,42.0,-0.01835667740165772
789,4,9,1978,8,DS,M,52.0,148.0,2.875346720199137
790,4,9,1978,5,DS,F,50.0,76.0,0.9098123369231255
